"B11005_001E","B11005_001M","B11005_002E","B11005_002M","B11005_003E","B11005_003M","B11005_004E","B11005_004M","B11005_005E","B11005_005M","B11005_006E","B11005_006M","B11005_007E","B11005_007M","B11005_008E","B11005_008M","B11005_009E","B11005_009M","B11005_010E","B11005_010M","B11005_011E","B11005_011M","B11005_012E","B11005_012M","B11005_013E","B11005_013M","B11005_014E","B11005_014M","B11005_015E","B11005_015M","B11005_016E","B11005_016M","B11005_017E","B11005_017M","B11005_018E","B11005_018M","B11005_019E","B11005_019M","GEO_ID","NAME"
"364","82","111","66","111","66","77","55","34","39","0","12","34","39","0","12","0","12","0","12","253","64","143","62","134","61","9","16","0","12","9","16","110","58","42","37","68","49","1500000US240037026014","Block Group 4, Census Tract 7026.01, Anne Arundel County, Maryland"
"562","117","279","108","279","108","130","63","149","81","21","32","128","74","0","12","0","12","0","12","283","118","88","65","88","65","0","12","0","12","0","12","195","109","15","24","180","105","1500000US240037026015","Block Group 5, Census Tract 7026.01, Anne Arundel County, Maryland"
"938","116","360","97","360","97","303","97","57","47","43","44","14","21","0","12","0","12","0","12","578","102","387","92","348","88","39","28","19","26","20","26","191","79","93","59","98","49","1500000US240037026021","Block Group 1, Census Tract 7026.02, Anne Arundel County, Maryland"
"996","153","271","87","271","87","251","85","20","31","0","12","20","31","0","12","0","12","0","12","725","146","336","118","320","117","16","26","0","12","16","26","389","150","253","136","136","69","1500000US240037026022","Block Group 2, Census Tract 7026.02, Anne Arundel County, Maryland"
"427","84","23","34","23","34","23","34","0","12","0","12","0","12","0","12","0","12","0","12","404","89","249","78","232","77","17","27","17","27","0","12","155","71","79","57","76","60","1500000US240037026023","Block Group 3, Census Tract 7026.02, Anne Arundel County, Maryland"
"412","83","63","55","63","55","32","37","31","39","14","22","17","32","0","12","0","12","0","12","349","85","71","54","71","54","0","12","0","12","0","12","278","81","134","70","144","60","1500000US240037027011","Block Group 1, Census Tract 7027.01, Anne Arundel County, Maryland"
"604","124","154","75","154","75","120","69","34","38","0","12","34","38","0","12","0","12","0","12","450","123","223","98","182","89","41","47","0","12","41","47","227","95","77","49","150","91","1500000US240037027012","Block Group 2, Census Tract 7027.01, Anne Arundel County, Maryland"
"1199","142","96","69","96","69","70","61","26","30","0","12","26","30","0","12","0","12","0","12","1103","138","326","124","301","117","25","32","0","12","25","32","777","163","475","165","302","119","1500000US240037027013","Block Group 3, Census Tract 7027.01, Anne Arundel County, Maryland"
"603","73","172","54","172","54","172","54","0","12","0","12","0","12","0","12","0","12","0","12","431","67","303","61","277","56","26","24","0","12","26","24","128","61","30","30","98","56","1500000US240037027021","Block Group 1, Census Tract 7027.02, Anne Arundel County, Maryland"
"846","88","295","71","295","71","268","71","27","30","0","12","27","30","0","12","0","12","0","12","551","91","346","77","324","76","22","24","8","13","14","20","205","70","97","53","108","49","1500000US240037027022","Block Group 2, Census Tract 7027.02, Anne Arundel County, Maryland"
"645","106","26","25","26","25","19","23","7","11","7","11","0","12","0","12","0","12","0","12","619","103","325","80","315","78","10","17","0","12","10","17","294","80","137","68","157","69","1500000US240037061011","Block Group 1, Census Tract 7061.01, Anne Arundel County, Maryland"
"599","96","123","57","123","57","72","44","51","48","0","12","51","48","0","12","0","12","0","12","476","91","214","73","202","75","12","18","12","18","0","12","262","90","143","72","119","58","1500000US240037061012","Block Group 2, Census Tract 7061.01, Anne Arundel County, Maryland"
"414","95","84","45","84","45","0","12","84","45","0","12","84","45","0","12","0","12","0","12","330","97","36","33","9","14","27","30","0","12","27","30","294","93","169","80","125","66","1500000US240037061013","Block Group 3, Census Tract 7061.01, Anne Arundel County, Maryland"
"890","189","245","129","245","129","193","139","52","66","0","12","52","66","0","12","0","12","0","12","645","142","170","70","135","66","35","35","23","29","12","22","475","123","204","113","271","99","1500000US240037063011","Block Group 1, Census Tract 7063.01, Anne Arundel County, Maryland"
"1016","154","159","102","159","102","48","51","111","91","12","22","99","90","0","12","0","12","0","12","857","134","198","89","147","68","51","60","0","12","51","60","659","150","261","127","398","132","1500000US240037063012","Block Group 2, Census Tract 7063.01, Anne Arundel County, Maryland"
"451","93","27","39","27","39","0","12","27","39","0","12","27","39","0","12","0","12","0","12","424","93","162","73","141","72","21","26","0","12","21","26","262","92","60","56","202","79","1500000US240037063013","Block Group 3, Census Tract 7063.01, Anne Arundel County, Maryland"
"805","99","101","42","101","42","48","42","53","31","42","33","11","18","0","12","0","12","0","12","704","94","208","76","178","66","30","38","24","38","6","9","496","95","330","99","166","60","1500000US240037063021","Block Group 1, Census Tract 7063.02, Anne Arundel County, Maryland"
"346","66","28","25","28","25","20","21","8","13","0","12","8","13","0","12","0","12","0","12","318","63","196","61","196","61","0","12","0","12","0","12","122","45","55","35","67","34","1500000US240037063022","Block Group 2, Census Tract 7063.02, Anne Arundel County, Maryland"
"481","76","72","53","72","53","60","50","12","18","12","18","0","12","0","12","0","12","0","12","409","74","242","56","212","56","30","25","0","12","30","25","167","55","60","34","107","41","1500000US240037063023","Block Group 3, Census Tract 7063.02, Anne Arundel County, Maryland"
"851","159","289","121","275","119","159","123","116","98","82","88","34","44","14","23","14","23","0","12","562","144","229","91","218","90","11","23","0","12","11","23","333","129","152","104","181","96","1500000US240037064011","Block Group 1, Census Tract 7064.01, Anne Arundel County, Maryland"
"930","187","442","184","373","161","247","169","126","106","0","12","126","106","69","91","69","91","0","12","488","133","163","78","90","56","73","59","28","34","45","48","325","121","128","82","197","101","1500000US240037064012","Block Group 2, Census Tract 7064.01, Anne Arundel County, Maryland"
"496","154","161","101","161","101","161","101","0","12","0","12","0","12","0","12","0","12","0","12","335","129","229","124","41","49","188","119","90","103","98","75","106","82","80","79","26","27","1500000US240037064013","Block Group 3, Census Tract 7064.01, Anne Arundel County, Maryland"
"612","96","141","75","141","75","38","33","103","67","49","47","54","52","0","12","0","12","0","12","471","79","181","60","136","54","45","42","23","38","22","17","290","75","147","62","143","52","1500000US240037064021","Block Group 1, Census Tract 7064.02, Anne Arundel County, Maryland"
"832","92","201","80","201","80","75","47","126","67","8","14","118","66","0","12","0","12","0","12","631","93","250","71","189","72","61","37","16","18","45","32","381","89","155","53","226","72","1500000US240037064022","Block Group 2, Census Tract 7064.02, Anne Arundel County, Maryland"
"542","132","45","42","45","42","0","12","45","42","18","28","27","31","0","12","0","12","0","12","497","130","198","105","174","102","24","28","0","12","24","28","299","127","147","93","152","99","1500000US240037065001","Block Group 1, Census Tract 7065, Anne Arundel County, Maryland"
"248","95","157","103","157","103","139","101","18","29","0","12","18","29","0","12","0","12","0","12","91","57","52","48","34","30","18","33","0","12","18","33","39","37","13","20","26","32","1500000US240037065002","Block Group 2, Census Tract 7065, Anne Arundel County, Maryland"
"833","174","123","58","123","58","47","47","76","49","13","21","63","43","0","12","0","12","0","12","710","166","134","92","103","72","31","36","0","12","31","36","576","147","219","107","357","123","1500000US240037065003","Block Group 3, Census Tract 7065, Anne Arundel County, Maryland"
"704","135","152","81","152","81","152","81","0","12","0","12","0","12","0","12","0","12","0","12","552","143","205","89","205","89","0","12","0","12","0","12","347","117","160","100","187","73","1500000US240037065004","Block Group 4, Census Tract 7065, Anne Arundel County, Maryland"
"310","54","156","56","156","56","156","56","0","12","0","12","0","12","0","12","0","12","0","12","154","37","104","38","104","38","0","12","0","12","0","12","50","34","20","23","30","26","1500000US240037066001","Block Group 1, Census Tract 7066, Anne Arundel County, Maryland"
"786","101","123","56","123","56","91","48","32","28","0","12","32","28","0","12","0","12","0","12","663","112","344","95","293","91","51","35","19","22","32","25","319","97","80","54","239","84","1500000US240037066002","Block Group 2, Census Tract 7066, Anne Arundel County, Maryland"
"236","72","78","63","78","63","78","63","0","12","0","12","0","12","0","12","0","12","0","12","158","46","76","38","64","38","12","19","0","12","12","19","82","35","29","29","53","34","1500000US240037066003","Block Group 3, Census Tract 7066, Anne Arundel County, Maryland"
"354","54","108","48","108","48","95","45","13","19","0","12","13","19","0","12","0","12","0","12","246","58","152","53","133","50","19","21","0","12","19","21","94","46","43","34","51","34","1500000US240037066004","Block Group 4, Census Tract 7066, Anne Arundel County, Maryland"
"262","87","225","84","225","84","13","21","212","84","10","17","202","86","0","12","0","12","0","12","37","32","37","32","13","20","24","25","0","12","24","25","0","12","0","12","0","12","1500000US240037066005","Block Group 5, Census Tract 7066, Anne Arundel County, Maryland"
"162","43","75","36","75","36","53","30","22","23","0","17","22","23","0","17","0","17","0","17","87","30","35","17","26","13","9","10","0","17","9","10","52","25","28","26","24","12","1500000US240037067001","Block Group 1, Census Tract 7067, Anne Arundel County, Maryland"
"749","132","247","101","247","101","140","63","107","93","14","21","93","92","0","12","0","12","0","12","502","139","397","127","265","102","132","83","38","45","94","68","105","90","68","79","37","40","1500000US240037070011","Block Group 1, Census Tract 7070.01, Anne Arundel County, Maryland"
"914","139","289","90","289","90","213","87","76","55","19","29","57","47","0","12","0","12","0","12","625","150","298","89","269","90","29","33","0","12","29","33","327","124","211","130","116","71","1500000US240037070012","Block Group 2, Census Tract 7070.01, Anne Arundel County, Maryland"
"610","139","177","89","177","89","161","88","16","26","0","12","16","26","0","12","0","12","0","12","433","134","234","122","199","115","35","44","0","12","35","44","199","101","95","73","104","70","1500000US240037070013","Block Group 3, Census Tract 7070.01, Anne Arundel County, Maryland"
"594","87","139","66","135","65","81","45","54","50","10","16","44","46","4","7","4","7","0","12","455","85","322","84","225","76","97","39","62","38","35","26","133","54","94","46","39","34","1500000US240037070021","Block Group 1, Census Tract 7070.02, Anne Arundel County, Maryland"
"355","54","116","48","116","48","77","44","39","30","9","15","30","27","0","12","0","12","0","12","239","57","170","55","152","53","18","20","10","15","8","13","69","37","35","28","34","27","1500000US240037070022","Block Group 2, Census Tract 7070.02, Anne Arundel County, Maryland"
"831","94","299","83","299","83","226","66","73","65","56","61","17","19","0","12","0","12","0","12","532","94","257","80","230","74","27","32","19","29","8","13","275","87","149","57","126","63","1500000US240037070023","Block Group 3, Census Tract 7070.02, Anne Arundel County, Maryland"
