"B11005_001E","B11005_001M","B11005_002E","B11005_002M","B11005_003E","B11005_003M","B11005_004E","B11005_004M","B11005_005E","B11005_005M","B11005_006E","B11005_006M","B11005_007E","B11005_007M","B11005_008E","B11005_008M","B11005_009E","B11005_009M","B11005_010E","B11005_010M","B11005_011E","B11005_011M","B11005_012E","B11005_012M","B11005_013E","B11005_013M","B11005_014E","B11005_014M","B11005_015E","B11005_015M","B11005_016E","B11005_016M","B11005_017E","B11005_017M","B11005_018E","B11005_018M","B11005_019E","B11005_019M","GEO_ID","NAME"
"680","58","132","46","132","46","80","44","52","34","45","32","7","12","0","12","0","12","0","12","548","64","298","59","247","59","51","43","9","13","42","41","250","70","45","31","205","75","1500000US240054114062","Block Group 2, Census Tract 4114.06, Baltimore County, Maryland"
"484","70","127","50","127","50","88","44","39","29","8","12","31","27","0","12","0","12","0","12","357","79","220","58","195","56","25","21","8","13","17","18","137","67","98","63","39","24","1500000US240054114063","Block Group 3, Census Tract 4114.06, Baltimore County, Maryland"
"418","176","171","134","171","134","100","88","71","112","0","12","71","112","0","12","0","12","0","12","247","118","164","86","164","86","0","12","0","12","0","12","83","85","29","53","54","62","1500000US240054114071","Block Group 1, Census Tract 4114.07, Baltimore County, Maryland"
"2661","327","66","86","66","86","66","86","0","12","0","12","0","12","0","12","0","12","0","12","2595","306","665","181","643","178","22","35","22","35","0","12","1930","294","414","181","1516","289","1500000US240054114072","Block Group 2, Census Tract 4114.07, Baltimore County, Maryland"
"689","191","306","152","306","152","209","125","97","100","0","12","97","100","0","12","0","12","0","12","383","161","133","114","36","64","97","92","35","58","62","71","250","129","102","87","148","114","1500000US240054114073","Block Group 3, Census Tract 4114.07, Baltimore County, Maryland"
"986","276","419","210","419","210","189","177","230","157","32","54","198","148","0","12","0","12","0","12","567","203","320","193","138","160","182","163","0","12","182","163","247","135","92","90","155","145","1500000US240054114074","Block Group 4, Census Tract 4114.07, Baltimore County, Maryland"
"438","163","133","101","133","101","103","88","30","50","0","12","30","50","0","12","0","12","0","12","305","158","171","161","125","142","46","72","46","72","0","12","134","142","99","131","35","58","1500000US240054114075","Block Group 5, Census Tract 4114.07, Baltimore County, Maryland"
"342","73","173","78","173","78","108","49","65","61","55","60","10","14","0","12","0","12","0","12","169","60","134","56","88","45","46","36","24","27","22","21","35","28","12","18","23","21","1500000US240054114081","Block Group 1, Census Tract 4114.08, Baltimore County, Maryland"
"926","94","206","67","206","67","173","63","33","32","15","24","18","22","0","12","0","12","0","12","720","107","264","77","230","76","34","29","0","12","34","29","456","93","230","76","226","71","1500000US240054114082","Block Group 2, Census Tract 4114.08, Baltimore County, Maryland"
"226","57","38","34","38","34","24","27","14","21","14","21","0","12","0","12","0","12","0","12","188","57","101","54","93","53","8","14","1","7","7","12","87","46","58","42","29","23","1500000US240054114083","Block Group 3, Census Tract 4114.08, Baltimore County, Maryland"
"423","54","132","55","132","55","112","53","20","22","20","22","0","12","0","12","0","12","0","12","291","57","189","47","152","47","37","26","8","12","29","22","102","48","36","32","66","35","1500000US240054114091","Block Group 1, Census Tract 4114.09, Baltimore County, Maryland"
"679","73","212","64","212","64","156","60","56","31","0","12","56","31","0","12","0","12","0","12","467","81","358","76","295","76","63","46","21","22","42","41","109","53","46","27","63","40","1500000US240054114092","Block Group 2, Census Tract 4114.09, Baltimore County, Maryland"
"731","89","330","86","330","86","209","59","121","76","17","18","104","71","0","12","0","12","0","12","401","80","156","68","125","63","31","28","0","12","31","28","245","73","83","42","162","63","1500000US240054114093","Block Group 3, Census Tract 4114.09, Baltimore County, Maryland"
"389","65","109","37","109","37","90","33","19","20","0","12","19","20","0","12","0","12","0","12","280","73","207","77","151","52","56","54","0","12","56","54","73","39","45","29","28","26","1500000US240054114101","Block Group 1, Census Tract 4114.10, Baltimore County, Maryland"
"560","71","182","60","166","55","129","45","37","36","0","12","37","36","16","24","16","24","0","12","378","73","240","76","184","64","56","41","0","12","56","41","138","45","42","27","96","38","1500000US240054114102","Block Group 2, Census Tract 4114.10, Baltimore County, Maryland"
"752","92","222","80","222","80","135","48","87","77","69","69","18","20","0","12","0","12","0","12","530","103","373","100","234","70","139","85","70","63","69","69","157","65","39","35","118","57","1500000US240054114103","Block Group 3, Census Tract 4114.10, Baltimore County, Maryland"
"496","76","199","73","199","73","165","65","34","30","23","25","11","16","0","12","0","12","0","12","297","79","222","74","158","67","64","38","15","19","49","34","75","45","29","27","46","36","1500000US240054201001","Block Group 1, Census Tract 4201, Baltimore County, Maryland"
"512","81","89","56","89","56","89","56","0","12","0","12","0","12","0","12","0","12","0","12","423","81","183","56","129","50","54","32","11","16","43","28","240","75","105","57","135","60","1500000US240054201002","Block Group 2, Census Tract 4201, Baltimore County, Maryland"
"303","55","91","60","91","60","79","59","12","18","0","12","12","18","0","12","0","12","0","12","212","48","109","44","104","44","5","9","0","12","5","9","103","49","33","30","70","39","1500000US240054201003","Block Group 3, Census Tract 4201, Baltimore County, Maryland"
"574","69","156","61","156","61","111","61","45","41","20","21","25","39","0","12","0","12","0","12","418","77","230","71","153","63","77","43","28","28","49","35","188","60","109","52","79","39","1500000US240054202001","Block Group 1, Census Tract 4202, Baltimore County, Maryland"
"566","83","90","43","81","39","81","39","0","12","0","12","0","12","9","14","9","14","0","12","476","85","160","74","110","57","50","48","16","20","34","45","316","72","134","60","182","68","1500000US240054202002","Block Group 2, Census Tract 4202, Baltimore County, Maryland"
"1067","43","373","89","373","89","151","59","222","89","19","23","203","82","0","12","0","12","0","12","694","95","207","77","123","55","84","56","17","18","67","56","487","121","313","98","174","84","1500000US240054203011","Block Group 1, Census Tract 4203.01, Baltimore County, Maryland"
"346","56","100","39","100","39","58","34","42","29","12","13","30","25","0","12","0","12","0","12","246","53","95","37","57","26","38","32","19","29","19","16","151","47","77","38","74","40","1500000US240054203021","Block Group 1, Census Tract 4203.02, Baltimore County, Maryland"
"624","68","282","59","282","59","154","55","128","47","55","41","73","36","0","12","0","12","0","12","342","62","119","45","83","38","36","33","0","12","36","33","223","59","85","42","138","63","1500000US240054203022","Block Group 2, Census Tract 4203.02, Baltimore County, Maryland"
"492","37","162","26","162","26","124","24","38","36","0","12","38","36","0","12","0","12","0","12","330","43","203","42","167","40","36","21","13","14","23","17","127","43","85","37","42","24","1500000US240054203031","Block Group 1, Census Tract 4203.03, Baltimore County, Maryland"
"402","132","197","110","197","110","96","77","101","88","42","59","59","64","0","12","0","12","0","12","205","96","87","64","27","34","60","57","0","12","60","57","118","95","100","94","18","29","1500000US240054204011","Block Group 1, Census Tract 4204.01, Baltimore County, Maryland"
"770","201","509","171","488","170","269","154","219","89","95","72","124","104","21","33","21","33","0","12","261","127","121","90","52","48","69","78","69","78","0","12","140","92","14","23","126","101","1500000US240054204012","Block Group 2, Census Tract 4204.01, Baltimore County, Maryland"
"239","104","134","93","134","93","99","81","35","56","0","12","35","56","0","12","0","12","0","12","105","59","0","12","0","12","0","12","0","12","0","12","105","59","46","44","59","46","1500000US240054204013","Block Group 3, Census Tract 4204.01, Baltimore County, Maryland"
"528","187","131","148","131","148","111","120","20","55","2","45","18","31","0","12","0","12","0","12","397","141","213","116","83","59","130","109","0","12","130","109","184","102","76","70","108","124","1500000US240054204014","Block Group 4, Census Tract 4204.01, Baltimore County, Maryland"
"392","52","119","41","119","41","78","27","41","34","41","34","0","12","0","12","0","12","0","12","273","52","160","41","110","45","50","33","9","9","41","32","113","41","67","37","46","21","1500000US240054204021","Block Group 1, Census Tract 4204.02, Baltimore County, Maryland"
"343","45","118","45","118","45","92","43","26","19","12","13","14","13","0","12","0","12","0","12","225","44","140","39","93","38","47","26","9","10","38","24","85","44","38","29","47","33","1500000US240054204022","Block Group 2, Census Tract 4204.02, Baltimore County, Maryland"
"864","85","127","55","127","55","98","51","29","27","10","16","19","23","0","12","0","12","0","12","737","91","297","104","210","87","87","66","76","63","11","18","440","97","226","87","214","76","1500000US240054205001","Block Group 1, Census Tract 4205, Baltimore County, Maryland"
"483","87","152","63","134","60","73","50","61","45","51","42","10","14","18","30","18","30","0","12","331","74","185","64","139","54","46","47","9","14","37","44","146","73","97","65","49","36","1500000US240054205002","Block Group 2, Census Tract 4205, Baltimore County, Maryland"
"707","103","327","108","315","104","182","89","133","72","4","8","129","71","12","17","12","17","0","12","380","82","190","58","126","50","64","42","26","29","38","33","190","77","146","77","44","27","1500000US240054206001","Block Group 1, Census Tract 4206, Baltimore County, Maryland"
"217","62","61","39","61","39","16","24","45","32","4","7","41","31","0","12","0","12","0","12","156","58","73","46","63","43","10","15","0","12","10","15","83","46","33","30","50","38","1500000US240054206002","Block Group 2, Census Tract 4206, Baltimore County, Maryland"
"417","82","95","63","95","63","62","56","33","33","0","12","33","33","0","12","0","12","0","12","322","70","204","63","100","51","104","47","40","34","64","36","118","73","43","35","75","63","1500000US240054206003","Block Group 3, Census Tract 4206, Baltimore County, Maryland"
"1129","70","396","116","396","116","207","89","189","83","70","55","119","69","0","12","0","12","0","12","733","108","324","84","225","71","99","53","36","38","63","33","409","99","179","72","230","81","1500000US240054207011","Block Group 1, Census Tract 4207.01, Baltimore County, Maryland"
"772","45","173","47","173","47","121","37","52","33","9","11","43","32","0","12","0","12","0","12","599","58","306","49","239","45","67","38","49","37","18","15","293","60","141","50","152","44","1500000US240054207021","Block Group 1, Census Tract 4207.02, Baltimore County, Maryland"
"334","90","135","82","135","82","15","27","120","79","9","16","111","78","0","12","0","12","0","12","199","58","113","49","35","27","78","45","30","23","48","38","86","50","31","39","55","33","1500000US240054208001","Block Group 1, Census Tract 4208, Baltimore County, Maryland"
"459","88","80","53","80","53","35","33","45","45","16","23","29","38","0","12","0","12","0","12","379","84","279","66","208","68","71","53","51","49","20","23","100","66","73","58","27","31","1500000US240054208002","Block Group 2, Census Tract 4208, Baltimore County, Maryland"
"375","71","138","71","129","70","73","52","56","50","0","12","56","50","9","16","9","16","0","12","237","59","131","52","67","37","64","42","11","18","53","38","106","44","43","29","63","36","1500000US240054208003","Block Group 3, Census Tract 4208, Baltimore County, Maryland"
"538","101","179","84","179","84","66","50","113","70","38","41","75","53","0","12","0","12","0","12","359","96","222","88","171","74","51","49","32","44","19","22","137","61","86","50","51","36","1500000US240054209001","Block Group 1, Census Tract 4209, Baltimore County, Maryland"
"362","82","124","71","124","71","42","33","82","59","14","13","68","57","0","12","0","12","0","12","238","75","99","44","50","30","49","32","21","23","28","22","139","62","57","52","82","46","1500000US240054209002","Block Group 2, Census Tract 4209, Baltimore County, Maryland"
"547","107","127","66","127","66","38","47","89","57","3","9","86","57","0","12","0","12","0","12","420","97","122","67","89","53","33","42","26","40","7","11","298","90","146","69","152","85","1500000US240054209003","Block Group 3, Census Tract 4209, Baltimore County, Maryland"
"835","66","194","47","194","47","94","48","100","38","27","21","73","36","0","12","0","12","0","12","641","73","170","34","135","33","35","23","22","18","13","14","471","78","191","56","280","67","1500000US240054210001","Block Group 1, Census Tract 4210, Baltimore County, Maryland"
"646","109","177","74","177","74","74","54","103","67","27","31","76","60","0","12","0","12","0","12","469","99","167","77","98","52","69","51","43","42","26","30","302","85","154","67","148","69","1500000US240054211011","Block Group 1, Census Tract 4211.01, Baltimore County, Maryland"
"609","104","139","76","139","76","69","56","70","61","16","26","54","50","0","12","0","12","0","12","470","109","208","71","126","51","82","61","21","25","61","58","262","90","111","68","151","80","1500000US240054211012","Block Group 2, Census Tract 4211.01, Baltimore County, Maryland"
"519","64","166","49","166","49","65","34","101","45","38","33","63","35","0","12","0","12","0","12","353","58","224","56","163","48","61","38","11","15","50","36","129","37","32","23","97","33","1500000US240054211021","Block Group 1, Census Tract 4211.02, Baltimore County, Maryland"
"451","56","135","52","119","49","47","30","72","40","16","14","56","38","16","24","0","12","16","24","316","55","144","40","83","34","61","33","24","20","37","27","172","46","64","28","108","42","1500000US240054211022","Block Group 2, Census Tract 4211.02, Baltimore County, Maryland"
"389","57","106","45","106","45","42","25","64","43","6","8","58","42","0","12","0","12","0","12","283","63","141","39","100","36","41","24","6","9","35","23","142","54","38","24","104","50","1500000US240054212001","Block Group 1, Census Tract 4212, Baltimore County, Maryland"
"292","48","104","39","104","39","48","31","56","38","25","24","31","33","0","12","0","12","0","12","188","37","87","31","70","28","17","15","5","8","12","12","101","38","55","30","46","25","1500000US240054212002","Block Group 2, Census Tract 4212, Baltimore County, Maryland"
"354","77","55","52","55","52","39","50","16","19","11","16","5","8","0","12","0","12","0","12","299","69","137","47","63","35","74","43","15","22","59","41","162","68","55","43","107","57","1500000US240054213001","Block Group 1, Census Tract 4213, Baltimore County, Maryland"
"349","77","157","71","157","71","37","33","120","67","0","12","120","67","0","12","0","12","0","12","192","73","99","51","28","23","71","46","10","16","61","42","93","54","20","22","73","56","1500000US240054213002","Block Group 2, Census Tract 4213, Baltimore County, Maryland"
"412","97","130","75","130","75","62","49","68","56","0","12","68","56","0","12","0","12","0","12","282","72","99","52","56","43","43","34","0","12","43","34","183","65","112","64","71","54","1500000US240054213003","Block Group 3, Census Tract 4213, Baltimore County, Maryland"
"837","110","467","112","467","112","204","87","263","102","113","70","150","83","0","12","0","12","0","12","370","78","133","60","70","46","63","43","36","34","27","32","237","77","130","52","107","57","1500000US240054301011","Block Group 1, Census Tract 4301.01, Baltimore County, Maryland"
"573","98","191","90","191","90","134","80","57","43","23","29","34","30","0","12","0","12","0","12","382","84","204","61","151","61","53","42","11","13","42","39","178","72","58","43","120","59","1500000US240054301012","Block Group 2, Census Tract 4301.01, Baltimore County, Maryland"
"369","67","143","66","143","66","53","29","90","65","29","41","61","54","0","12","0","12","0","12","226","73","125","41","95","35","30","24","10","14","20","22","101","66","65","53","36","42","1500000US240054301041","Block Group 1, Census Tract 4301.04, Baltimore County, Maryland"
"553","87","202","83","202","83","132","58","70","63","22","34","48","53","0","12","0","12","0","12","351","86","251","73","170","63","81","39","19","18","62","34","100","51","63","42","37","28","1500000US240054301042","Block Group 2, Census Tract 4301.04, Baltimore County, Maryland"
"333","95","131","84","131","84","8","12","123","84","24","38","99","78","0","12","0","12","0","12","202","64","107","58","51","28","56","55","0","12","56","55","95","47","27","19","68","42","1500000US240054302001","Block Group 1, Census Tract 4302, Baltimore County, Maryland"
"426","70","190","79","190","79","126","59","64","73","0","12","64","73","0","12","0","12","0","12","236","60","168","50","118","39","50","45","34","42","16","18","68","33","51","31","17","19","1500000US240054302002","Block Group 2, Census Tract 4302, Baltimore County, Maryland"
"277","79","81","55","81","55","10","18","71","49","33","33","38","45","0","12","0","12","0","12","196","67","56","25","51","23","5","9","5","9","0","12","140","71","11","16","129","69","1500000US240054302003","Block Group 3, Census Tract 4302, Baltimore County, Maryland"
"512","100","213","70","213","70","65","40","148","69","33","38","115","60","0","12","0","12","0","12","299","95","74","55","55","52","19","22","12","18","7","12","225","87","78","61","147","70","1500000US240054303001","Block Group 1, Census Tract 4303, Baltimore County, Maryland"
"453","86","274","87","274","87","147","71","127","63","51","43","76","50","0","12","0","12","0","12","179","60","98","41","43","27","55","33","21","23","34","32","81","44","21","21","60","39","1500000US240054303002","Block Group 2, Census Tract 4303, Baltimore County, Maryland"
"385","86","78","45","78","45","28","21","50","42","12","19","38","38","0","12","0","12","0","12","307","85","146","56","97","41","49","43","8","13","41","41","161","76","66","57","95","58","1500000US240054303003","Block Group 3, Census Tract 4303, Baltimore County, Maryland"
"541","140","340","125","340","125","93","58","247","110","0","12","247","110","0","12","0","12","0","12","201","106","65","66","38","48","27","45","0","12","27","45","136","83","72","58","64","58","1500000US240054303004","Block Group 4, Census Tract 4303, Baltimore County, Maryland"
"432","82","148","70","148","70","98","72","50","39","27","31","23","24","0","12","0","12","0","12","284","77","155","52","119","53","36","33","17","26","19","22","129","71","102","68","27","24","1500000US240054304001","Block Group 1, Census Tract 4304, Baltimore County, Maryland"
"514","90","146","74","137","72","96","63","41","36","0","12","41","36","9","15","0","12","9","15","368","93","170","72","150","68","20","23","13","20","7","11","198","74","53","41","145","64","1500000US240054304002","Block Group 2, Census Tract 4304, Baltimore County, Maryland"
"634","100","220","86","220","86","176","81","44","30","18","21","26","24","0","12","0","12","0","12","414","79","221","68","185","60","36","27","10","17","26","22","193","60","119","48","74","50","1500000US240054304003","Block Group 3, Census Tract 4304, Baltimore County, Maryland"
"551","48","224","42","224","42","160","33","64","32","42","30","22","18","0","12","0","12","0","12","327","49","184","42","166","41","18","16","11","12","7","10","143","41","76","34","67","29","1500000US240054306001","Block Group 1, Census Tract 4306, Baltimore County, Maryland"
"319","38","52","22","52","22","52","22","0","12","0","12","0","12","0","12","0","12","0","12","267","43","169","37","152","37","17","14","13","13","4","7","98","37","71","37","27","18","1500000US240054306002","Block Group 2, Census Tract 4306, Baltimore County, Maryland"
"319","67","70","41","70","41","56","43","14","22","0","12","14","22","0","12","0","12","0","12","249","63","183","59","117","59","66","41","15","24","51","45","66","44","32","29","34","33","1500000US240054307001","Block Group 1, Census Tract 4307, Baltimore County, Maryland"
"985","118","330","72","304","74","252","64","52","51","42","49","10","16","26","41","26","41","0","12","655","127","302","104","238","89","64","66","17","28","47","56","353","97","171","94","182","81","1500000US240054307002","Block Group 2, Census Tract 4307, Baltimore County, Maryland"
"647","88","209","86","194","85","131","62","63","74","51","72","12","20","15","25","0","12","15","25","438","113","185","84","124","65","61","54","0","12","61","54","253","100","118","78","135","82","1500000US240054307003","Block Group 3, Census Tract 4307, Baltimore County, Maryland"
"519","83","133","59","133","59","101","54","32","27","0","12","32","27","0","12","0","12","0","12","386","86","186","50","135","47","51","34","21","24","30","26","200","72","141","69","59","31","1500000US240054308001","Block Group 1, Census Tract 4308, Baltimore County, Maryland"
"364","63","113","51","113","51","91","49","22","25","9","16","13","20","0","12","0","12","0","12","251","64","126","44","90","38","36","21","0","12","36","21","125","51","50","40","75","36","1500000US240054308002","Block Group 2, Census Tract 4308, Baltimore County, Maryland"
"495","66","140","53","140","53","100","50","40","36","0","12","40","36","0","12","0","12","0","12","355","74","189","57","189","57","0","12","0","12","0","12","166","71","68","46","98","59","1500000US240054308003","Block Group 3, Census Tract 4308, Baltimore County, Maryland"
"829","137","307","158","307","158","157","99","150","108","127","105","23","34","0","12","0","12","0","12","522","143","234","99","136","83","98","73","19","28","79","68","288","120","180","94","108","73","1500000US240054309001","Block Group 1, Census Tract 4309, Baltimore County, Maryland"
"440","152","174","135","174","135","163","133","11","17","0","12","11","17","0","12","0","12","0","12","266","136","88","78","88","78","0","12","0","12","0","12","178","116","120","94","58","60","1500000US240054309002","Block Group 2, Census Tract 4309, Baltimore County, Maryland"
"660","218","152","121","152","121","24","38","128","117","86","104","42","54","0","12","0","12","0","12","508","198","198","136","160","132","38","57","11","26","27","47","310","158","245","147","65","57","1500000US240054309003","Block Group 3, Census Tract 4309, Baltimore County, Maryland"
"485","72","128","51","128","51","77","40","51","41","13","16","38","39","0","12","0","12","0","12","357","74","249","73","172","48","77","57","0","12","77","57","108","45","53","30","55","36","1500000US240054401001","Block Group 1, Census Tract 4401, Baltimore County, Maryland"
"426","64","120","39","120","39","86","42","34","23","0","12","34","23","0","12","0","12","0","12","306","66","164","58","135","54","29","26","18","20","11","18","142","44","46","31","96","42","1500000US240054401002","Block Group 2, Census Tract 4401, Baltimore County, Maryland"
"412","67","75","47","75","47","66","44","9","16","9","16","0","12","0","12","0","12","0","12","337","72","124","57","79","41","45","45","18","21","27","42","213","68","107","59","106","46","1500000US240054401003","Block Group 3, Census Tract 4401, Baltimore County, Maryland"
"420","65","122","51","122","51","72","39","50","49","0","12","50","49","0","12","0","12","0","12","298","75","170","67","159","66","11","17","0","12","11","17","128","60","29","27","99","57","1500000US240054401004","Block Group 4, Census Tract 4401, Baltimore County, Maryland"
"344","66","126","59","126","59","68","38","58","41","25","40","33","35","0","12","0","12","0","12","218","67","80","37","53","32","27","21","14","16","13","17","138","61","56","55","82","46","1500000US240054402001","Block Group 1, Census Tract 4402, Baltimore County, Maryland"
"699","68","128","55","128","55","104","55","24","29","8","14","16","23","0","12","0","12","0","12","571","79","257","56","222","55","35","23","5","9","30","23","314","70","105","53","209","56","1500000US240054402002","Block Group 2, Census Tract 4402, Baltimore County, Maryland"
"923","55","283","61","283","61","138","40","145","67","24","21","121","60","0","12","0","12","0","12","640","81","263","62","188","57","75","40","34","38","41","33","377","68","175","54","202","49","1500000US240054403001","Block Group 1, Census Tract 4403, Baltimore County, Maryland"
"636","169","131","95","131","95","131","95","0","12","0","12","0","12","0","12","0","12","0","12","505","155","188","108","121","92","67","55","2","12","65","54","317","147","235","124","82","64","1500000US240054404001","Block Group 1, Census Tract 4404, Baltimore County, Maryland"
"257","94","38","40","38","40","17","29","21","30","16","27","5","14","0","12","0","12","0","12","219","86","154","81","91","57","63","65","0","12","63","65","65","47","0","12","65","47","1500000US240054404002","Block Group 2, Census Tract 4404, Baltimore County, Maryland"
"588","135","112","85","112","85","76","66","36","48","0","12","36","48","0","12","0","12","0","12","476","105","287","108","259","123","28","47","0","12","28","47","189","72","124","58","65","53","1500000US240054404003","Block Group 3, Census Tract 4404, Baltimore County, Maryland"
"419","108","238","104","238","104","147","88","91","88","0","12","91","88","0","12","0","12","0","12","181","105","117","84","28","28","89","77","50","66","39","46","64","62","45","58","19","29","1500000US240054404004","Block Group 4, Census Tract 4404, Baltimore County, Maryland"
"988","91","310","61","292","56","217","63","75","54","37","50","38","36","18","27","18","27","0","12","678","83","336","71","291","68","45","33","0","12","45","33","342","79","77","42","265","61","1500000US240054405001","Block Group 1, Census Tract 4405, Baltimore County, Maryland"
"226","55","81","48","81","48","81","48","0","12","0","12","0","12","0","12","0","12","0","12","145","43","97","36","70","35","27","25","8","13","19","22","48","32","16","18","32","26","1500000US240054405002","Block Group 2, Census Tract 4405, Baltimore County, Maryland"
"764","30","236","38","236","38","177","37","59","30","41","27","18","17","0","12","0","12","0","12","528","30","399","54","340","57","59","28","25","25","34","21","129","41","101","37","28","18","1500000US240054406001","Block Group 1, Census Tract 4406, Baltimore County, Maryland"
"671","175","254","140","254","140","125","115","129","96","54","81","75","83","0","12","0","12","0","12","417","156","138","88","49","46","89","84","41","57","48","60","279","135","143","90","136","104","1500000US240054407011","Block Group 1, Census Tract 4407.01, Baltimore County, Maryland"
"1172","235","510","190","510","190","252","117","258","159","73","88","185","132","0","12","0","12","0","12","662","181","197","98","123","70","74","64","12","23","62","59","465","177","144","80","321","164","1500000US240054407012","Block Group 2, Census Tract 4407.01, Baltimore County, Maryland"
"615","145","203","102","203","102","52","60","151","96","10","20","141","97","0","12","0","12","0","12","412","144","178","92","106","73","72","70","30","49","42","49","234","131","105","93","129","107","1500000US240054407013","Block Group 3, Census Tract 4407.01, Baltimore County, Maryland"
"902","142","358","108","358","108","258","80","100","80","0","12","100","80","0","12","0","12","0","12","544","111","291","90","202","93","89","63","50","58","39","42","253","98","132","87","121","61","1500000US240054407021","Block Group 1, Census Tract 4407.02, Baltimore County, Maryland"
"1210","137","118","89","118","89","96","82","22","29","0","12","22","29","0","12","0","12","0","12","1092","148","321","122","235","98","86","96","0","12","86","96","771","157","188","118","583","164","1500000US240054407022","Block Group 2, Census Tract 4407.02, Baltimore County, Maryland"
"1326","81","392","108","392","108","238","88","154","77","14","22","140","74","0","12","0","12","0","12","934","123","339","73","247","68","92","52","0","12","92","52","595","106","267","93","328","99","1500000US240054408001","Block Group 1, Census Tract 4408, Baltimore County, Maryland"
"692","92","264","80","264","80","226","82","38","36","0","12","38","36","0","12","0","12","0","12","428","98","146","53","107","52","39","35","0","12","39","35","282","93","143","83","139","64","1500000US240054409001","Block Group 1, Census Tract 4409, Baltimore County, Maryland"
"754","89","269","91","269","91","122","70","147","80","20","30","127","76","0","12","0","12","0","12","485","93","215","69","132","53","83","55","27","40","56","36","270","93","166","88","104","47","1500000US240054409002","Block Group 2, Census Tract 4409, Baltimore County, Maryland"
"678","93","183","75","183","75","104","64","79","59","8","13","71","57","0","12","0","12","0","12","495","96","321","79","242","75","79","44","6","10","73","43","174","76","125","66","49","36","1500000US240054410001","Block Group 1, Census Tract 4410, Baltimore County, Maryland"
"540","108","361","110","361","110","135","72","226","93","9","14","217","94","0","12","0","12","0","12","179","91","74","45","25","32","49","31","0","12","49","31","105","75","21","25","84","70","1500000US240054410002","Block Group 2, Census Tract 4410, Baltimore County, Maryland"
"417","48","96","33","84","35","31","21","53","31","18","17","35","25","12","16","0","12","12","16","321","48","183","49","125","45","58","36","18","16","40","33","138","36","59","26","79","31","1500000US240054411011","Block Group 1, Census Tract 4411.01, Baltimore County, Maryland"
"399","51","120","36","115","33","73","34","42","28","0","12","42","28","5","8","0","12","5","8","279","45","153","38","141","37","12","13","0","12","12","13","126","47","57","31","69","33","1500000US240054411012","Block Group 2, Census Tract 4411.01, Baltimore County, Maryland"
"317","79","99","46","99","46","66","50","33","33","0","12","33","33","0","12","0","12","0","12","218","69","115","62","100","58","15","19","0","12","15","19","103","48","30","25","73","49","1500000US240054411021","Block Group 1, Census Tract 4411.02, Baltimore County, Maryland"
"428","76","56","39","56","39","48","38","8","14","0","12","8","14","0","12","0","12","0","12","372","76","175","56","111","48","64","42","9","15","55","40","197","62","48","32","149","59","1500000US240054411022","Block Group 2, Census Tract 4411.02, Baltimore County, Maryland"
"330","81","93","66","93","66","12","16","81","66","32","40","49","56","0","12","0","12","0","12","237","63","139","53","124","52","15","16","0","12","15","16","98","58","63","51","35","26","1500000US240054411023","Block Group 3, Census Tract 4411.02, Baltimore County, Maryland"
"675","100","256","80","256","80","201","76","55","42","18","23","37","35","0","12","0","12","0","12","419","83","231","74","211","74","20","22","8","13","12","20","188","60","76","40","112","54","1500000US240054411024","Block Group 4, Census Tract 4411.02, Baltimore County, Maryland"
"508","82","188","67","188","67","108","61","80","53","20","24","60","45","0","12","0","12","0","12","320","76","216","70","140","57","76","60","53","57","23","26","104","46","46","30","58","36","1500000US240054501001","Block Group 1, Census Tract 4501, Baltimore County, Maryland"
"425","88","80","52","80","52","56","44","24","28","0","12","24","28","0","12","0","12","0","12","345","94","235","77","211","76","24","27","15","23","9","14","110","60","90","57","20","21","1500000US240054501002","Block Group 2, Census Tract 4501, Baltimore County, Maryland"
"595","104","83","54","83","54","60","48","23","29","18","27","5","8","0","12","0","12","0","12","512","107","162","69","117","64","45","33","20","22","25","25","350","103","120","76","230","86","1500000US240054501003","Block Group 3, Census Tract 4501, Baltimore County, Maryland"
"452","65","99","42","99","42","28","28","71","40","50","43","21","25","0","12","0","12","0","12","353","66","202","58","150","51","52","35","25","23","27","26","151","58","66","40","85","44","1500000US240054502001","Block Group 1, Census Tract 4502, Baltimore County, Maryland"
"368","79","67","44","67","44","42","36","25","25","11","18","14","19","0","12","0","12","0","12","301","79","176","71","96","44","80","62","59","55","21","24","125","58","38","32","87","55","1500000US240054502002","Block Group 2, Census Tract 4502, Baltimore County, Maryland"
"436","91","150","70","150","70","75","49","75","65","33","46","42","44","0","12","0","12","0","12","286","81","123","52","66","40","57","51","7","11","50","50","163","69","57","32","106","66","1500000US240054502003","Block Group 3, Census Tract 4502, Baltimore County, Maryland"
"914","85","234","91","234","91","140","73","94","61","15","17","79","58","0","12","0","12","0","12","680","106","248","68","197","65","51","33","6","10","45","32","432","103","160","86","272","75","1500000US240054503001","Block Group 1, Census Tract 4503, Baltimore County, Maryland"
"435","76","138","66","138","66","71","35","67","59","0","12","67","59","0","12","0","12","0","12","297","79","100","47","90","50","10","16","10","16","0","12","197","72","86","49","111","63","1500000US240054503002","Block Group 2, Census Tract 4503, Baltimore County, Maryland"
"209","41","34","21","34","21","28","19","6","9","6","9","0","12","0","12","0","12","0","12","175","40","128","41","114","38","14","14","0","12","14","14","47","24","19","15","28","17","1500000US240054504001","Block Group 1, Census Tract 4504, Baltimore County, Maryland"
